transaction_id,customer_id,event_datetime,source_dataset,is_fraud,receiver_document_same_as_customer_flag,pix_key_random_flag,pix_key_email_flag,pix_key_document_flag,pix_key_other_flag,pix_key_missing_flag_derived,vl_pix,log_vl_pix,qt_total_pix_trimestre,vl_mediana_pix_trimestre,vl_desvio_padrao_pix_trimestre,qt_intervalo_transacao_minuto,qt_intervalo_mediana_trimestre,qt_intervalo_desvio_padrao_trimestre,qt_pix_dia_maximo_trimestre,qt_aparelhos_distintos_trimestre,nr_idade,qt_tempo_relacionamento_mes,latencia_rede_ms_final,vl_latencia_rede_media_trimestre,tempo_interacao_ms_final,vl_tempo_interacao_medio_trimestre,tempo_processamento_host_ms,ratio_valor_mediana,diff_valor_mediana,ratio_valor_desvio_padrao,zscore_valor_aprox,ratio_intervalo_vs_mediana,diff_intervalo_vs_mediana,zscore_intervalo_aprox,ratio_latencia_cliente,diff_latencia_cliente,ratio_tempo_interacao_cliente,diff_tempo_interacao_cliente,tempo_interacao_baixo_flag,tempo_interacao_alto_flag,latencia_host_ratio,processamento_host_alto_flag,minutes_since_prev_tx,tx_count_prev_30m,burst_30m_flag,pix_freq_high_flag,receiver_tx_count_prev,first_receiver_flag,key_tx_count_prev,first_key_flag,distinct_receivers_so_far,distinct_keys_so_far,hour,day_of_week,is_weekend,is_night,is_business_hours,period_of_day,app_version_major,app_version_minor,topaz_risk_score,topaz_score_filled,topaz_transacao_rejeitada,topaz_transacao_habilitada,device_missing_flag,ip_missing_flag,app_version_missing_flag,auth_method_missing_flag,topaz_missing_flag,host_time_missing_flag,latencia_missing_flag,tempo_interacao_missing_flag,receiver_missing_flag,pix_key_missing_flag,pix_key_type_missing_flag,session_missing_flag,topaz_sync_missing_flag,rule_pix_30m_score,rule_ratio_pix_limite_score,rule_age_score,is_elderly_flag,rule_relationship_score,is_new_customer_flag,rule_mule_account_score,rule_random_key_score,rule_night_score,rule_velocity_score,rule_topaz_score,autorizacao_previa_flag,rule_pre_authorization_discount,rule_score_raw,rule_score_normalized
E0000020820251207120149715313525,521501199,2025-12-07 12:01:50,normal,0,0,1,0,0,0,0,57.9,4.075841090657541,1,57.9,245.14801780883462,0.0,141.85829999999999,1099.7618689083945,3,1,40,93.0968,2342.0,2342.0,0.0,0.0,919.0,1.0,0.0,0.6257463299861998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2.5484221980413495,1,6.225,0,0,0,0,1,0.0,1,1,1,12,6,1,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,2,2,0,0,0,0,0.0,4,0.25
E0000020820251207133420635515525,79007333100,2025-12-07 13:34:21,normal,0,0,1,0,0,0,0,30.55,3.4515735889872223,2,17.38,9.312596308226832,78.3333,78.3333,1099.7618689083945,5,1,50,299.4839,2695.0,1656.5,0.0,0.0,2679.0,1.7577675489067897,13.170000000000002,3.280502986370391,1.4142135623730951,1.0,0.0,0.0,1.6269242378508904,1038.5,0.0,0.0,0,0,1.0059723777528928,1,6.225,0,0,0,0,1,0.0,1,1,1,13,6,1,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,2,2,0,0,0,0,0.0,4,0.25
E0000020820251207163541001286525,5773299100,2025-12-07 16:35:41,normal,0,0,1,0,0,0,0,7.98,2.194999882314108,1,7.98,245.14801780883462,0.0,141.85829999999999,1099.7618689083945,1,1,28,3.6452,4299.0,4299.0,0.0,0.0,2456.0,1.0,0.0,0.6257463299861998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.7504071661237786,1,6.225,0,0,0,0,1,0.0,1,1,1,16,6,1,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,3,1,2,2,0,0,0,0,0.0,7,0.4375
E0000020820251207163755906841525,44457847100,2025-12-07 16:37:56,normal,0,0,1,0,0,0,0,9.97,2.395164274287139,2,9.97,14.792673862422577,97.3167,97.3167,1099.7618689083945,3,1,57,238.0968,688.0,718.0,0.0,0.0,673.0,1.0,0.0,0.6739822761405238,0.0,1.0,0.0,0.0,0.958217270194986,-30.0,0.0,0.0,0,0,1.0222882615156017,1,6.225,0,0,0,0,1,0.0,1,1,1,16,6,1,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,2,2,0,0,0,0,0.0,4,0.25
E0000020820251207181024281609525,3619781117,2025-12-07 18:10:52,normal,0,0,0,0,1,0,0,55.0,4.02535169073515,3,39.99,9.602355613771724,344.9333,9.5667,237.1399970434764,4,1,36,85.2903,5102.0,2766.333333333333,0.0,0.0,5085.0,1.3753438359589896,15.009999999999998,5.727761209043211,1.5631581045043381,36.05562001526126,335.36659999999995,1.414213562373095,1.8443185926015184,2335.666666666667,0.0,0.0,0,0,1.0033431661750245,1,6.225,0,0,0,0,1,0.0,1,1,1,18,6,1,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0,0,1,0,2,0,0,0,0,0,0.0,3,0.1875
E0000020820251207200811526160525,1293226106,2025-12-07 20:08:12,normal,0,0,1,0,0,0,0,57.05,4.061304708143901,1,57.05,245.14801780883462,0.0,141.85829999999999,1099.7618689083945,2,1,38,171.6452,672.0,672.0,0.0,0.0,658.0,1.0,0.0,0.6257463299861998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0212765957446808,1,6.225,0,0,0,0,1,0.0,1,1,1,20,6,1,0,0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,2,2,0,0,0,0,0.0,4,0.25
E0000020820251207205749607331525,64078728120,2025-12-07 20:58:43,normal,0,0,1,0,0,0,0,1581.19,7.366565242253835,1,1581.19,245.14801780883462,0.0,141.85829999999999,1099.7618689083945,1,1,55,3.871,385.0,385.0,0.0,0.0,366.0,1.0,0.0,0.6257463299861998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0519125683060109,0,6.225,0,0,0,0,1,0.0,1,1,1,20,6,1,0,0,0.0,7.0,29.0,75.0,75.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0,0,3,1,2,2,0,0,5,0,0.0,12,0.75
E0000020820251208150009891713525,39319965811,2025-12-08 15:00:26,normal,0,0,1,0,0,0,0,30.0,3.4339872044851463,1,30.0,245.14801780883462,0.0,141.85829999999999,1099.7618689083945,2,1,35,46.3871,496.0,496.0,0.0,0.0,478.0,1.0,0.0,0.6257463299861998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0376569037656904,0,6.225,0,0,0,0,1,0.0,1,1,1,15,0,0,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,2,0,2,2,0,0,0,0,0.0,6,0.375
E0000020820251208170205493903525,28500660104,2025-12-08 17:02:22,normal,0,0,0,0,1,0,0,99.0,4.605170185988092,4,122.2,435.1423388099576,26.15,0.85,14.64076647458504,4,1,63,379.8065,489.0,438.5,0.0,0.0,474.0,0.8101472995090017,-23.200000000000003,0.22751176148647967,-0.05331588754026595,30.764705882352942,25.299999999999997,1.7280516046696297,1.1151653363740022,50.5,0.0,0.0,0,0,1.0316455696202531,0,6.225,0,0,0,0,1,0.0,1,1,1,17,0,0,0,1,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,1,1,0,0,2,0,0,0,0,0,0.0,3,0.1875
E0000020820251208221836917343525,76816419472,2025-12-08 22:18:59,normal,0,0,0,0,1,0,0,316.0,5.75890177387728,2,292.98,16.27759810291431,360.0167,360.0167,1099.7618689083945,2,1,52,20.4516,421.0,430.0,0.0,0.0,403.0,1.0785719161717522,23.019999999999982,19.413183566893935,1.4142135623730951,1.0,0.0,0.0,0.9790697674418605,-9.0,0.0,0.0,0,0,1.0446650124069479,0,6.225,0,0,0,0,1,0.0,1,1,1,22,0,0,1,0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,3,1,2,0,3,0,0,0,0.0,8,0.5
