y_true,is_first_tx,if_score,score_raw,score_calibrated,A_raw_x100,B_percentile,C_hybrid,D_ensemble_x100,rule_score_raw
0,0,0.0,1.7781259978541353e-06,0.0003669373479626838,0.0001778125997854135,42.22720478325859,0.08890629989270676,0.0001778125997854135,5
0,0,0.0,1.000930512419953e-06,0.00036693697719145953,0.0001000930512419953,20.951669157947183,0.05004652562099765,0.0001000930512419953,5
0,0,0.0,3.4311595957639847e-06,0.0003669393869894142,0.0003431159595763985,65.96412556053811,0.17155797978819923,0.0003431159595763985,2
0,0,0.0,4.301298955437831e-06,0.00036694176393315477,0.0004301298955437831,72.36671649227702,0.21506494777189153,0.0004301298955437831,7
0,0,0.0,5.14771760924655e-07,0.00036693448657193326,5.14771760924655e-05,4.444444444444445,0.02573858804623275,5.14771760924655e-05,4
0,0,0.0,2.531684276991324e-06,0.0003669357791888855,0.0002531684276991324,55.47583457897359,0.1265842138495662,0.0002531684276991324,8
0,0,0.0,4.4526641603441674e-06,0.0003669400564394183,0.00044526641603441676,73.31838565022422,0.22263320801720837,0.00044526641603441676,7
0,0,0.0,2.816798914303473e-06,0.00036694931672897496,0.0002816798914303473,59.33233682112606,0.14083994571517364,0.0002816798914303473,7
1,0,0.0,0.9996842418047008,0.7911619216316788,99.96842418047008,99.8903836571998,99.68424180470083,99.96842418047008,8
0,0,0.0,1.0887596920003985e-05,0.00036694595875693005,0.0010887596920003985,88.30094668659692,0.5443798460001993,0.0010887596920003985,7
0,0,0.0,1.8261085513569837e-06,0.00036694064133778383,0.00018261085513569838,43.20378674638764,0.09130542756784918,0.00018261085513569838,5
0,0,0.0,1.7541419078125337e-06,0.00036693524167883144,0.00017541419078125336,41.743896362730446,0.08770709539062668,0.00017541419078125336,7
0,0,0.0,1.6886550978636878e-06,0.00036693655205659613,0.00016886550978636878,40.288988540109614,0.08443275489318439,0.00016886550978636878,2
0,0,0.0,7.646461978340791e-06,0.00036693950885156217,0.0007646461978340791,84.05580468360738,0.3823230989170396,0.0007646461978340791,7
0,0,0.0,4.9944579809015566e-05,0.00036739382273182547,0.004994457980901557,95.4907822620827,2.4972289904507785,0.004994457980901557,4
